2961_13488_000000	subito ouço bater á porta da sala vou abrir era um anjinho de cinco annos entra sára disse sabina
2961_13488_001322	meu bom amigo d placida está muito mal peço-lhe o favor de fazer alguma cousa por ella mora no becco das escadinhas veja se alcança metei a na misericórdia sua amiga sincera
2961_13488_001323	o peito de um e de outro estava desplumado e rubro invadia os o cançasso mas lutavam ainda assim olhos fitos nos olhos bico abaixo bico acima golpe deste golpe daquelle vibrantes e raivosos
2961_13488_001324	e repetia estas duas palavras com certa voluptuosidade indefinivel e não sei que assomos de orgulho sentia-me homem
2961_13488_001325	os outros não sabendo o que era falavam olhavam gesticulavam ao tempo que ella olhava só ora fixa ora mobil levando a astucia ao ponto de olhar ás vezes para dentro de si porque deixava cair as palpebras
2961_13488_001326	creio que o damião desconfia alguma cousa noto agora umas exquisitices nelle não sei trata-me bem não ha duvida mas o olhar parece que não é o mesmo
2961_13488_001327	não tremas assim leitora pallida descança que não hei de rubricar esta lauda com um pingo de sangue logo que o lobo neves entrou na chacara fiz-lhe um gesto amigo acompanhado de uma palavra graciosa virgilia retirou-se apressadamente da sala e elle entrou dahi a tres minutos
2961_13488_001328	no dia seguinte acordamos debaixo de um temporal que metteu medo a toda a gente menos ao doudo esse entrou a dar pulos a dizer que a filha o mandava buscar n'uma berlinda a morte de uma filha fôra a causa da loucura
2961_13488_001329	contempla a inveja não ha moralista grego ou turco christão ou mussulmano que não troveje contra o sentimento da inveja o accordo é universal desde os campos da iduméa até o alto da tijuca ora bem
2961_13488_001330	e bufava o homem repousando a pouco e pouco do cançaço da entrada e da subida não do caminho porque ia sempre de sege ao lado um pouco mais para a frente sentava-se virgilia n'uma banquinha com as mãos nos joelhos do enfermo
2961_13488_001331	letras vencidas urge pagal as disse eu ao levantar-me depois do almoço fui á casa de d placida achei um mólho de ossos envolto em molambos estendido sobre um catre velho e
2961_13488_001332	fil as n'um periodo em que a flor amarella do capitulo xxv tornára a abrir eram bocejos de enfado e se não vejam supporta se com paciência a colica do proximo matamos o tempo o tempo nos enterra
2961_13488_001333	virgilia ainda forcejou por sair eu retive a pedi-lhe que ficasse que esquecesse ella afastou-se da porta e foi cair no canapé sentei-me ao pé della disse-lhe muitas cousas meigas outras humildes outras graciosas
2961_13488_001334	no fim de algum tempo arredei os olhos se a figura repellia a comparação acabrunhava não é preciso contar-lhe nada disse elle emfim
2961_13488_001335	então eu lancei lhe as mãos aos cabellos colligi os enlacei os á pressa improvisei um toucado sem nenhum alinho e rematei o com o pente de diamantes
2961_13488_001336	se conclues dahi que eu era um barbaro enganas-te porque eu pedi um grampo a virgilia afim de separar os dous insectos mas a mosca farejou a minha intenção abriu as azas e foi-se embora pobre mosca pobre formiga
2961_13488_001337	virgilia sentara-se ao lado delle pegou-lhe n'uma das mãos compoz lhe a gravata e tornou a perguntar o que era nada menos que um camarote para a candiani para a candiani
2961_13488_001338	senhor adivinha tudo uma vida de miserias de attribulações e de lutas lembra-se das nossas festas em que eu figurava de rei que trambolhão acabo mendigo
2961_13488_001339	as formas graciosamente curvas a palavra doce a mesma fraqueza physica dão á acção lisonjeira da mulher uma côr local um aspecto legitimo
2961_13488_001340	a expansão iniciando o universo suggeriu a humanitas o desejo de o gozar e dahi a dispersão que não é mais do que a multiplicação personificada da substancia original
2961_13488_001341	a multidão attrahia me o applauso namorava me a gala o tumulto o rufo eram outros tantos objectos de seducção
2961_13488_001342	o segundo era espontaneo instintivo vinha das entranhas do sugeito finalmente o primeiro tinha o effeito remoto o segundo proximo
2961_13488_001343	propriamente adulava o mas eu observei que a adulação das mulheres não é a mesma cousa que a dos homens esta orça pela servilidade a outra confunde se com a affeição
2961_13488_001344	lhes disse ainda mas digo o agora que quando virgilia descia a escada e o official de marinha me tocava no hombro tinha eu cincoenta annos
2961_13488_001345	naturalmente a conversa versou sobre a vida do mar o capitão perguntou-me se não gostava de idyllios piscatorios eu respondi-lhe ingenuamente que não sabia o que era vae ver respondeu elle
2961_13488_001346	via-a d'alli mesmo reclinada no camarote com os seus magnificos braços nús os braços que eram meus só meus fascinando os olhos de todos com o vestido soberbo que havia de ter
2961_13488_001347	um cangalho de setenta invernos chupado e amarellado que padecia de um rheumatismo teimoso de uma asthma não menos teimosa e de uma lesão do coração era um hospital concentrado
2961_13488_001348	no dia seguinte não me pude ter fui cedo á casa de virgilia achei-a com os olhos vermelhos de chorar que houve perguntei você não me ama foi a sua resposta nunca me teve a menor somma de amor tratou-me hontem como se me tivesse odio
2961_13488_001349	o segundo a não consultar o relogio o terceiro a não tamborilar sobre o joelho e o quarto a não dar pernadas e todos me rodearam e me pediram que repetisse o dito e repeti
2961_13488_001350	então disse um o governo não deve esquecer que o dinheiro é o nervo da guerra ao que eu redargui que não que o nervo da guerra eram os bons soldados
2961_13488_001351	a falar de cousas varias ora de um negocio de familia ora de uma bisbilhotice de alcova ora emfim de uma casa que elle meditava construir para residencia propria casa de feitio moderno porque a delle era das antigas contemporânea de el-rei d joão
2961_13488_001352	ao contrario tinha o aspecto das naturezas calidas e podia-se dizer que na realidade resumia todo o amor resumia o sobretudo naquella occasião em que exprimia mudamente tudo quanto póde dizer a pupilla humana
2961_13488_001353	notei um phenomeno os ademanes que elle usava eram taes que uma vez me fizeram rir mas o capitão quando recitava de tal sorte olhava para dentro de si mesmo que não viu nem ouviu nada
2961_13488_001354	virgilia era capaz de eguaes e grandes sacrificios para conservar ambas as vantagens e a fuga só lhe deixava uma talvez senti alguma cousa semelhante a despeito
2961_13488_001355	virgilia chamou-me eu deixei-me estar a remoer os meus zelos a desejar estrangular o marido se o tivesse alli á mão justamente nesse instante entrou na chacara o lobo neves
2961_13488_001356	os quaes todos tres entraram no corredor tomaram me pelos braços metteram me n'uma sege meu pae á direita meu tio conego á esquerda o da libré na boléa e lá me levaram á casa do intendente de policia donde fui transportado a uma galera que devia seguir para lisboa
2961_13488_001357	em vão buscava fixar no espirito uma edade uma attitude esse embryão tinha a meus olhos todos os tamanhos e gestos elle mamava elle escrevia elle valsava
2961_13488_001358	era a primeira grande colera que eu sentia contra virgilia não olhei uma só vez para ella durante o jantar falei de politica da imprensa do ministerio creio que falaria de theologia se a soubesse ou se me lembrasse
2961_13488_001359	unico facto allegado neste particular era o de mandar com frequencia escravos ao calabouço donde elles desciam a escorrer sangue mas além de que elle só mandava os perversos e os fujões
2961_13488_001360	quanto aos gallos vinham sobraçados pelo respectivo dono um delles trazia a crista tão comida e ensanguentada que vi logo nelle o vencido mas era engano o vencido era o outro que não trazia crista nenhuma
2961_13488_001361	achavamo nos jungi los um ao outro como as duas almas que o poeta encontrou no purgatorio di pari come buoi che vanno a giogo e digo mal
2961_13488_001362	morreu alguns dias depois da visita do ministro uma manhã de maio entre os dois filhos sabina e eu e mais o tio ildefonso e meu cunhado morreu sem lhe poder valer a sciencia dos medicos nem o nosso amor nem os cuidados que foram muitos nem cousa nenhuma
2961_13488_001363	quando estes ligando o nome á pessoa se mostravam contentes da apresentação não ha duvida que o luiz dutra exultava de felicidade mas eu curava me da felicidade com a esperança de que elle nos não denunciasse nunca
2961_13488_001364	marcella teve um leve sobresalto a pupilla rutilou como a de um gavião faminto ella ergueu metade do corpo e apoiada n'um cotovello olhou para o pente durante alguns instantes curtos depois retirou os olhos tinha se dominado
2961_13488_001365	todos nós no fundo do uma chacara sombria e verde a espiarmos atravez das arvores uma nesga do ceu azul extremamente azul
2961_13488_001366	supponhamos que a primeira bola se chama marcella é uma simples supposição a segunda braz cubas a terceira virgilia temos que marcella recebendo um piparote do passado rolou até tocar em braz cubas
2961_13488_001367	não posso ir respirar aquelles ares emquanto me lembrar de meu pobre pae morto por napoleão qual delles o hortelão ou o advogado
2961_13488_001368	ia mastigando o meu desespero com uma especie de gula morbida evocava os dias as horas os instantes de delirio e ora me comprazia em crer que elles eram eternos que tudo aquillo era um pesadelo ora enganando me a mim mesmo tentava rejeital os de mim como um fardo inutil
2961_13488_001369	socegue olhe que podem ouvil-a que ouçam não me importa estava ainda excitada pedi-lhe que esquecesse tudo que me perdoasse que eu era um doudo mas que a minha insania provinha della e com ella acabaria
2961_13488_001370	virgilia era o presente eu queria refugiar me nelle para escapar ás oppressões do passado porque o encontro do quincas borba tornara me aos olhos o passado não qual fora devéras mas um passado roto abjecto mendigo e gatuno
2961_13488_001371	sob o lençol desenhava-se a estructura ossea do corpo pontudo em dous lugares nos joelhos e nos pés a pelle amarellada bamba rugosa revestia apenas a caveira de um rosto sem expressão
2961_13488_001372	era o que eu pensava commigo quando virgilia se desfazia toda em affagos ao velho parente ella ia
2961_13488_001373	como um parceiro do whist e então senti-me tomado de uma saudade do casamento de um desejo de canalizar a vida porque não meu coração tinha ainda que explorar não me sentia incapaz de um amor casto severo e puro
2961_13488_001374	immoral occorre me uma reflexão immoral que é ao mesmo tempo uma correcção de estylo cuido haver dito no cap xiii que marcella morria de amores pelo xavier não morria vivia
2961_13488_001375	uma vez que fosse um cargo uma preeminencia uma grande reputação uma posição superior a ambição dado que fosse aguia quebrou nessa occasião o ovo e desvendou a pupilla fulva e penetrante
2961_13488_001376	vaes comprehender disse o quincas borba tirando um livro da estante o que perguntei espantado vaes comprehender que eu só te disse a verdade
2961_13488_001377	sem filhos como já então depositasse grande confiança no quincas borba fui ter com elle e expuz lhe os movimentos internos da minha paternidade
2961_13488_001378	o mundo era estreito para alexandre um desvão de telhado é o infinito para as andorinhas e vejam agora a neutralidade deste globo que nos leva atravez dos espaços como uma lancha de naufragos que vae dar á costa
2961_13488_001379	reorganisada a sociedade pelo methodo delle nem por isso ficavam eliminadas a guerra a insurreição o simples murro a facada anonyma a miseria a fome as doenças
2961_13488_001380	o outro não se atrevia a fugir gemia somente estas unicas palavras não perdão meu senhor meu senhor perdão mas o primeiro não fazia caso e a cada supplica respondia com uma vergalhada nova
2961_13488_001381	quando quiz arrancar-me dalli mas não pude elle estava arraigado ao chão e só continuou a andar quando a briga cessou inteiramente e um dos cães mordido e vencido foi levar a sua fome a outra parte
2961_13488_001382	o jacob reflectiu um instante depois confessou a justeza da minha observação mas desculpou-se dizendo que a veracidade absoluta era incompativel com um estado social adiantado
2961_13488_001383	citando o dito da rainha de navarra occorre me que entre o nosso povo quando uma pessoa vê outra pessoa arrufada costuma perguntar-lhe gentes quem matou seus cachorrinhos como se dissesse quem lhe levou os amores as aventuras secretas etc
2961_13488_001384	tempora mutantur e ella comprehenderá que este turbilhão é assim mesmo leva as folhas do mato e os farrapos do caminho sem excepção nem piedade
2961_13488_001385	mas continuando a falar ponderei que essa idéa inteiramente justa não era minha e sim de machiavelli circumstancia que levou o primeiro a não coçar o nariz
2961_13488_001386	com um chapéu de tres bicos botas de sete leguas e longas barbas assyrias a bailar ao som de uma gaita anacreontica guarda as tuas cartas da juventude
2961_13488_001387	voluntariamente comem se gafanhotos como o precursor ou cousa peor como ezequiel logo o ruim é comivel resta saber se é mais digno do homem disputal o por virtude de uma necessidade natural
2961_13488_001388	mas nós eramos substancialmente os mesmos e eu á minha parte não me tornára mais bonito nem mais elegante quem me explicará a razão dessa differença
2961_13488_001389	um ovo uma fatia de pão uma chicara de chá não me esqueceu esta circumstancia minima no meio de tanta cousa importante obliterada escapou esse almoço
2961_13488_001390	frango nutriu se de milho que foi plantado por um africano supponhamos importado de angola nasceu esse africano cresceu foi vendido um navio o trouxe
2961_13488_001391	o meu interesse era calar confirmar a suspeita de uma cousa antiga fôra provocar algum odio supitado dar origem a um escandalo quando menos adquirir a reputação de indiscreto
2961_13488_001392	fitei a muito e a sensação foi tão penosa que recuei um passo e desviei a vista tornei
2961_13488_001393	foi sangrenta a revolução dolorosa formidavel os jornaes a cada navio que chegava da europa transcreviam os horrores mediam o sangue contavam as cabeças toda a gente fremia de indignação e piedade
2961_13488_001394	assim por exemplo o algoz que executa o condemnado póde excitar o vão clamor dos poetas mas substancialmente é humanitas que corrige em humanitas uma infracção da lei de humanitas
2961_13488_001395	iremos para onde nos fôr mais commodo uma casa grande ou pequena á tua vontade na roça ou na cidade ou na europa onde te parecer onde ninguem nos aborreça e não haja perigos pára ti
2961_13488_001396	distrahil o obrigado disse-me elle comprehendendo a intenção creia que nunca me esquecerei dos seus bons serviços deus é que lh'os ha de pagar pobre leocadia tu te lembrarás de nós no ceu
2961_13488_001397	e porque ainda assim não diminuiria o poder espiritual do homem sobre a terra inventada unicamente para seu recreio delle como as estrellas as brisas as tamaras e o
2961_13488_001398	do quarto proprio ao corpo da guarda do corpo da guarda ao xadrez do xadrez á rua quiz expor me finalmente a philosophia eu pedi-lhe que não estou assaz preocupado hoje e não poderia attendel o venha depois estou sempre em casa
2961_13488_001399	quanto a mim se vos disser que li o bilhete tres ou quatro vezes naquelle dia accreditai o que é verdade se vos disser mais que o reli no dia seguinte antes e depois do almoço podeis crel o é a realidade pura
2961_13488_001400	emquanto elle restituia o livro á estante relia eu o bilhete ao jantar vendo que eu falava pouco mastigava sem acabar de engulir fitava o canto da sala a ponta da meza um prato uma cadeira uma mosca invisivel disse-me elle
2961_13488_001401	ou se te não apraz o chapéu de tres bicos empregarei a locução de um velho marujo familiar da casa do cotrim direi que se guardares as cartas da juventude acharás occasião de cantar uma saudade
2961_13488_001402	mas como as pestanas eram rotulas o olhar continuava o seu officio remexendo a alma e a vida dos outros a segunda pessoa era um parente de virgilia o viegas
2961_13488_001403	não era a letra fina e correcta de virgilia mas grossa e desegual o v da assignatura não passava de um rabisco sem intenção alphabetica
2961_13488_001404	não precedeu nenhum despeito não houve a menor violencia de familia o dutra veiu dizer-me um dia que esperasse outra aragem porque a candidatura de lobo neves era apoiada por grandes influencias cedi e tal foi o começo da minha derrota
2961_13488_001405	as bexigas tinham-lhe comido o rosto a pelle ainda na vespera tão fina rosada e pura apparecia me agora amarella stigmada pelo mesmo flagello que devastara o rosto da hespanhola
2961_13488_001406	então eu com a delicadeza nativa de um homem do nosso século puz na palma da mão aquelle casal de mortificados calculei toda a distancia que ia da minha mão ao planeta saturno e perguntei a mim mesmo que interesse podia haver n'um episodio tão mofino
2961_13488_001407	havia alguma affectação naquelle desdem era um arrebique do gesto lá dentro ella padecia e não pouco ou fosse magua pura ou só despeito e porque a dor que se dissimula dóe mais é mui provável que virgilia padecesse em dobro do que realmente devia padecer
2961_13488_001408	não ha amor possivel sem a opportunidade dos sujeitos esta explicação achei-a eu mesmo dous annos depois do beijo um dia em que virgilia se me queixava de um pintalegrete que lá ia e tenazmente
2961_13488_001409	primor capitulo lxxxix in extremis amanhã vou passar o dia em casa do viegas disse-me ella uma vez coitado não tem ninguem
2961_13488_001410	o caso de virgilia tinha alguma gravidade mais ella era menos escrupulosa que o marido manifestava claramente as esperanças que trazia no legado cumulava o parente de todas as cortezias attenções e affagos que poderiam render pelo menos um
2961_13488_001411	não sei se o capitão suspeitou alguma cousa do meu funebre projecto ou se meu pae o poz de sobreaviso sei que não me tirava os olhos de cima chamava-me para toda a parte quando não podia estar commigo levava me para a mulher
2961_13488_001412	interrompi me virgilia empallidecêra muito deixou cair os braços e sentou-se no canapé esteve assim alguns instantes sem me dizer palavra
2961_13488_001413	morreu como uma santa respondeu elle e para que estas palavras não pudessem ser levadas á conta de fraqueza ergueu-se logo sacudiu a cabeça e fitou o horizonte com um gesto longo e profundo
2961_13488_001414	não ha constância de sentimentos não ha gratidão não ha nada nada nada calou-se profundamente abatido com os olhos no ar parecendo não ouvir cousa nenhuma a não ser o echo de seus proprios pensamentos
2961_13488_001415	que a fórmula de pascal é inferior á minha sem todavia deixar de ser um grande pensamento e pascal um grande homem capitulo cxliii não vou
2961_13488_001416	cinco minutos bastaram para olvidar inteiramente o quincas borba cinco minutos de uma contemplação mutua com as mãos presas umas nas outras cinco minutos e um beijo e lá se foi a lembrança do quincas borba
2961_13488_001417	de repente vejo um vulto negro era d placida que fôra dentro enfiára a mantilha e vinha offerecer se me para ir á casa do lobo neves ponderei lhe que era arriscado porque elle desconfiaria da visita tão proxima
2961_13488_001418	claro estava que a sua existencia não impediria a felicidade humana mas ainda quando taes flagellos o que era radicalmente falso correspondessem no futuro á concepção acanhada de antigos tempos
2961_13488_001419	não ha cachorrinho tão adestrado que alfim lhe não ouçamos o latir capitulo cxxxii que não é serio
2961_13488_001420	os olhos porém luziam de muita vida e saúde virgilia nas primeiras semanas não lhe tinha medo nenhum dizia-me que quando o viegas parecia espreitar com o olhar fixo estava simplesmente contando dinheiro com effeito era um grande avaro
2961_13488_001421	a consciencia da extincção dura um breve instante e acaba para nunca mais ao passo que a fome tem a vantagem de voltar de prolongar o estado consciente parece-me se
2961_13488_001422	tinha dado a d placida cinco contos de réis duvido muito que ninguem fosse mais generoso do que eu nem tanto cinco contos e que fizera delles naturalmente botou os fóra comeu os em grandes festas e agora toca para a misericordia e eu que a leve
2961_13488_001423	dahi a necessidade de cultivar e temperar o musculo hercules ou herakles não foi senão um symbolo antecipado do humanitismo
2961_13488_001424	mas as comoções daquelles dous dias eram já muitas e o despeito morreu depressa vá lá arranjemos a casinha com effeito achei-a dias depois expressamente feita em um recanto da gamboa
2961_13488_001425	o morro estava ainda nú de habitações salvo o velho palacete do alto onde era a capella pois um domingo ao descer com nhã loló pelo braço
2961_13488_001426	que iria morar alli uma mulher conhecida de virgilia em cuja casa fora costureira e aggregada virgilia exercia sobre ella verdadeira fascinação
2961_13488_001427	e com tanto maior prazer o confesso quanto que as mulheres é que tem fama de indiscretas e não quero acabar o livro sem rectificar essa noção do espirito humano
2961_13488_001428	mas se vos disser a commoção que tive duvidai um pouco da asserção e não a acceiteis sem provas nem então nem ainda agora cheguei a discernir o que experimentei era medo e não era medo era dó e não era dó
2961_13488_001429	e é por isso que uma grande dama e fino espirito a rainha de navarra empregou algures esta metaphora para dizer que toda a aventura amorosa vinha a descobrir se por força mais tarde ou mais cedo
2961_13488_001430	algum tempo desconfiei que havia nella certo vexame de crer e que a sua religião era uma especie de camisa de flanella preservativa e clandestina mas evidentemente era engano meu capitulo lviii confidencia
2961_13488_001431	o quincas borba não impossível não pode ser não podia acabar de crer que essa figura esqualida essa barba pintada de branco esse maltrapilho avelhentado que toda essa ruina fosse o quincas borba
2961_13488_001432	se falasse por exemplo no botão de ouro que trazia ao peito e na qualidade do couro das botas iniciaria uma descripção que omitto por brevidade contentem se de saber que as botas eram de verniz
2961_13488_001433	e a confiança não parava ahi de fresta que era chegou a porta escancarada um dia confessou-me que trazia uma triste carcoma na existencia faltava-lhe a gloria publica
2961_13488_001434	quanto aos cinco contos não vale a pena dizer que um canteiro da visinhança fingiu-se enamorado de d placida logrou espertar lhe os sentidos ou a vaidade e casou com ella
2961_13488_001435	pobre mosca pobre formiga mas você não diz nada nada perguntou virgilia parando deante de mim que heide dizer já expliquei tudo você teima em zangar-se que heide dizer
2961_13488_001436	não sei se vacillante na escolha se aterrada com a idéa da descoberta e da morte fui-me a ella insisti na proposta disse-lhe todas as vantagens de uma vida a sós sem zelos nem terrores nem afflicções
2961_13488_001437	utilidade relativa convenho mas que diacho ha absoluto nesse mundo capitulo cxlv simples repetição
2961_13488_001438	tão forte que eu abri logo o guarda-sol segurei o pelo centro do cabo e inclinei o por modo que ajuntei uma pagina á philosophia do quincas borba humanitas osculou humanitas foi assim que os annos me vieram caindo pelo morro abaixo
2961_13488_001439	esta palavra peguei-lhe nas mãos beijei as e duas lagrimas rebentaram lhe dos olhos acabou acabou disse eu não tive animo de arguir e aliás arguil a de que
2961_13488_001440	um dia depois de me confessar que tinha momentos de remorsos como eu lhe dissesse que se tinha remorsos é porque me não tinha amor virgilia cingiu me com os seus magnificos braços murmurando amo-te é a vontade do ceu
2961_13488_001441	enxugou com a manga uma lagrima importuna eu busquei um derivativo na poesia que era a paixão delle fallei lhe dos versos que me lera e offereci me para imprimil os
2961_13488_001442	andar capitulo cxx compelle intrare não senhor agora quer você queira quer não ha de casar disse-me sabina que bello futuro um solteirão sem filhos
2961_13488_001443	uma enxaqueca qual algum namoro não acha virgilia pois meu amigo apresse se porque o senhor deve estar com quarenta annos ou perto disso não tem quarenta annos
2961_13488_001444	entristecer me e encarar o abysmo que separa as esperanças de um tempo da realidade de outro tempo ora adeus vamos jantar disse commigo
2961_13488_001445	se eu ao menos soubesse o que é que fiz mas não sei não me dirá o que foi que foi o que creio que não houve nada nada tratou-me como não se trata um cachorro
2961_13488_001446	nem por isso ficava destruido o systema e por dous motivos porque sendo humanitas a substancia creadora e absoluta cada individuo deveria achar a maior delicia do mundo em sacrificar se ao principio de
2961_13488_001447	bradou e depois beijou-a com muitos ademanes de ternura e tão ruidosa expansão que me produziu um sentimento mixto de nôjo e lastima elle que era arguto entendeu me
2961_13488_001448	esta maxima de la bruyre sempre me pareceu um grande disparate não ha duvida que a sociabilidade é a primeira virtude dos homens a segunda é a curiosidade
2961_13488_001449	o humanitismo capitulo cx uma semana depois o lobo neves foi nomeado presidente de provincia agarrei-me á esperança da recusa se o decreto viesse outra vez datado de trouxe porém a data de
2961_13488_001450	tres dias depois estava tudo explicado supponho que virgilia ficou um pouco admirada quando lhe pedi desculpa das lagrimas que derramára naquella triste occasião e não me lembra se interiormente as attribui a d placida
2961_13488_001451	pensei nisso acudiu virgilia uma casinha só nossa solitaria mettida n'um jardim em alguma rua escondida não é acho a idéa boa mas para que fugir
2961_13488_001452	si entendeste bem facilmente comprehenderás que a inveja não é senão uma admiração que luta e sendo a luta a grande funcção do genero humano todos os sentimentos bellicosos são os mais adequados á sua felicidade dahi vem que a inveja é uma virtude
2961_13488_001453	commigo disse eu arranjei recursos temos muito dinheiro terás tudo o que quizeres olha toma e mostrei-lhe o ponte com os diamantes
2961_13488_001454	mas adverti logo que se não fosse d placida talvez os meus amores com virgilia tivessem sido interrompidos ou immediatamente quebrados em plena effervescencia tal foi portanto a utilidade da vida de d placida
2961_13488_001455	ia a lançar-lhe as mãos era tarde ella entrára e fechara se sahi desatinado gastei duas mortaes horas a vaguear pelos bairros mais excentricos e desertos onde fosse difficil dar commigo
2961_13488_001456	neste ponto vieram buscal-o da parte della corremos ambos era uma crise esse e o dia seguinte foram crueis o terceiro foi o da morte
2961_13488_001457	mas você achava outro dia que eu devia casar quanto antes isso é outro negocio acho que é indispensavel casar principalmente tendo ambições politicas saiba que na politica o celibato é uma rémora
2961_13488_001458	ao jantar desmenti o bebi mais do que costumava ainda assim menos do que era preciso para perder a razão já estava excitado fiquei urn pouco mais
2961_13488_001459	eu mesmo fui injusto com elle durante os annos que se seguiram ao inventario do meu pae reconheço que era um modelo arguiam no de avareza e cuido que tinham razão mas a avareza é apenas a exageração de uma virtude
2961_13488_001460	á maneira de algumas que ainda hoje creio eu se podem ver no bairro de s christovão com as suas grossas columnas na frente parecia-lhe que o casarão em que morava podia ser substituido
2961_13488_001461	voz pedindo-me que não desamparasse yayá que era ser muito injusto com uma moça que me sacrificara tudo expliquei-lhe então que um equivoco e não era cuido que foi simples distração um dito uma conversa uma anecdota qualquer cousa simples distracção
2961_13488_001462	olhos fisgava as uma a uma no fundo de uma sala grande estirado na rede com um livro aberto entre as mãos era tudo saudades ambições um pouco de tedio e muito devaneio solto
2961_13488_001463	havia ainda o primo de virgilia o luiz dutra que eu entretanto desarmava á força de lhe falar nos versos e prosas e de o apresentar aos conhecidos
2961_13488_001464	pascal é um dos meus avós espirituaes e çomquanto a minha philosophia valha mais que a delle não posso negar que era um grande homem ora que diz elle nesta pagina e chapéu na cabeça bengala sobraçada apontava o logar com o dedo que diz elle
2961_13488_001465	alguns minutos depois vejo encaminhar-se para mim uma cara que me não pareceu desconhecida conhecia a fosse d'onde fosse
2961_13488_001466	eram versos delle que tal não me lembra o que lhe disse lembra-me que elle me apertou a mão com muita força e muitos agradecimentos logo depois recitou me dous sonetos ia recitar me outro quando o vieram chamar da parte da mulher
2961_13488_001467	antes de me recitar nada explicou-me o capitão que só por motivos graves abraçara a profissão maritima porque a avó queria que elle fosse padre e com effeito possuia algumas lettras latinas
2961_13488_001468	pobre leocadia murmurou elle sem responder ao pedido um cadaver o mar o ceu o navio no dia seguinte veiu ler me um epicedio composto de fresco em que estavam memoradas as circumstancias da morte e da sepultura da mulher
2961_13488_001469	papel travei lhe das mãos puxei a levemente a mim e beijei-a na testa com uma delicadeza de zephyro e uma gravidade de abrahão
2961_13488_001470	a palavra daquelle grande homem era o cordial da sabedoria disse-me elle que eu não podia fugir ao combate se me fechavam a tribuna cumpria me abrir um jornal
2961_13488_001471	era esse o interesse e entendendo se o principio de helvetius de um modo superficial isso é o que devia ter feito mas eu já dei o motivo da indiscrição masculina
2961_13488_001472	etc capitulo cxlii o pedido secreto quanta cousa n'um minuete como dizia o outro quanta cousa n'uma briga de cães
2961_13488_001473	exteriormente era torvo o episodio do valongo mas só exteriormente logo que metti mais dentro a faca do raciocinio achei lhe um miolo gaiato fino e até profundo
2961_13488_001474	agora se querem saber em que circumstancias se deu o phenomeno basta lhes ler este capitulo até o fim vinhamos da missa ella o pae e eu
2961_13488_001475	gastaram cordas e caçambas alguns mais afoutos desceram ao fundo e trouxeram um sapo eu fui directamente ao mar venha para o
2961_13488_001476	desde a sopa começou a abrir em mim a flor amarella e morbida do cap xxv e então jantei depressa para correr á casa de virgilia
2961_13488_001477	não lhe posso dizer com certeza respondi eu mas se me dá licença vou consultar a certidão de baptismo vá vá e estendendo me a mão até quando sabbado ficamos em casa o barão está com umas saudades suas
2961_13488_001478	o viegas tossia com tal força que me fazia arder o peito no intervallo dos accessos debatia o preço de uma casa com um sujeito magro
2961_13488_001479	lábios não é o primeiro que me promette alguma cousa replicou
2961_13488_001480	cincoenta annos não era preciso confessal-o já se vae sentindo que o meu estylo não é tão lesto como nos primeiros dias naquella occasião cessado o dialogo com o official de marinha que enfiou a capa e saiu confesso que fiquei um pouco triste
2961_13488_001481	era um antigo companheiro official de marinha jovial um pouco despejado de maneiras elle sorriu maliciosamente e disse-me seu maganão recordações do passado hein
2961_13488_001482	o jacob foi recebel-o affirmando que cuidava ser outra pessoa e não elle e accrescentando que tinha muito prazer com a visita o que nos rendeu hora e meia de enfado mortal e isto mesmo porque o jacob tirou o relogio
2961_13488_001483	olhe mas não não digo diga não não digo nada talvez pareça excessivo o escrupulo do cotrim a quem não souber que elle possuia um caracter ferozmente honrado
2961_13488_001484	recuei tornei a aproximar me corrigi lhe as madeixas abaixei as do um lado busquei alguma symetria naquella desordem tudo com unia minuciosidade e um carinho de mãe prompto disse eu doudo foi a sua primeira resposta
2961_13488_001485	contos marcella offereceu me polidamente o refresco minha resposta foi dar com a mão no copo e na salva entornou se lhe o liquido no regaço a preta deu um grito eu bradei lhe que se fosse embora
2961_13488_001486	marcella estava reclinada n'uma rede o gesto molle e cançado uma das pernas pendentes a ver se lhe o pésinho calçado de meia de seda os cabellos soltos derramados o olhar quieto e somnolento
2961_13488_001487	teve um accesso de tosse e foi o ultimo dahi a pouco expirava elle com grande consternação do sujeito magro que me confessou depois a disposição em que estava de offerecer os quarenta contos mas era tarde
2961_13488_001488	agora podia evitar os jantares frequentes o chá de todas as noites emfim a presença do filho delles meu complice e meu inimigo
2961_13488_001489	saí do grupo que me olhava espantado e cochichava as suas conjecturas segui caminho a cavar cá dentro uma infinidade de reflexões que sinto haver inteiramente perdido aliás seria materia para um bom capitulo e talvez alegre eu gósto dos capitulos alegres é o meu fraco
2961_13488_001490	rindo tirava-lhe o chapeu e a bengala dava-lhe o braço e levava-o até uma cadeira ou até á cadeira porque havia lá em casa a cadeira do viegas obra especial conchegada feita para gente enferma ou
2961_13488_001491	mal pensei naquillo deixei-me ir atraz da imaginação vi-me logo casado ao pé de uma mulher adoravel deante de um baby que dormia no regaço da ama
2961_13488_001492	o que eu quero dizer é que a mais bella testa do mundo não fica menos bella se a cingir um diadema de pedras finas nem menos bella nem menos amada marcella por exemplo que era bem bonita marcella amou me
